世代,0,1,2,3,4,5,6,7,8,9
144,26.87903052340857,11.4983601936671,31.89859737020187,14.78742286617151,4.046175804827456,9.478860560043596,11.041092512169502,4.776796059184379,1.8193670369492168,9.482282802793648
145,26.87903052340857,11.4983601936671,31.89859737020187,5.056665502364444,4.046175804827456,9.478860560043596,11.041092512169502,4.776796059184379,1.8193670369492168,7.457883264673958
146,26.87903052340857,11.4983601936671,31.89859737020187,5.056665502364444,4.046175804827456,9.478860560043596,11.041092512169502,4.776796059184379,1.8193670369492168,7.457883264673958
147,22.46390415196587,11.4983601936671,28.278101726860378,5.056665502364444,4.046175804827456,6.828966771127506,11.041092512169502,4.776796059184379,1.8193670369492168,7.457883264673958
148,22.46390415196587,11.4983601936671,19.0879447268669,5.056665502364444,1.3134439203515473,6.828966771127506,11.041092512169502,4.776796059184379,1.8193670369492168,7.457883264673958
149,22.46390415196587,11.4983601936671,13.5028271954244,5.056665502364444,1.3134439203515473,6.828966771127506,10.699527068265889,4.776796059184379,1.8193670369492168,7.457883264673958
150,22.46390415196587,11.4983601936671,13.5028271954244,5.056665502364444,1.3134439203515473,6.828966771127506,10.699527068265889,1.2619374794012437,1.8193670369492168,7.457883264673958
151,12.210724023613267,11.4983601936671,13.5028271954244,5.056665502364444,1.3134439203515473,6.828966771127506,10.699527068265889,1.2619374794012437,1.8193670369492168,7.457883264673958
152,12.210724023613267,11.4983601936671,13.5028271954244,5.056665502364444,1.3134439203515473,6.828966771127506,10.699527068265889,1.2619374794012437,1.304521133854605,7.457883264673958
153,12.210724023613267,11.4983601936671,6.63565779284796,5.056665502364444,1.3134439203515473,6.828966771127506,9.140309747487857,1.2619374794012437,1.304521133854605,7.457883264673958
154,12.210724023613267,11.4983601936671,6.63565779284796,5.056665502364444,1.3134439203515473,6.828966771127506,9.140309747487857,1.2619374794012437,0.5090155553629927,7.457883264673958
155,12.210724023613267,11.4983601936671,6.63565779284796,5.056665502364444,1.3134439203515473,6.828966771127506,9.140309747487857,1.2619374794012437,0.5090155553629927,7.457883264673958
156,12.210724023613267,11.4983601936671,6.63565779284796,5.056665502364444,1.3134439203515473,6.828966771127506,6.650117984348686,1.2619374794012437,0.5090155553629927,7.457883264673958
157,3.80738253893419,8.011582287895331,6.63565779284796,5.056665502364444,1.3134439203515473,6.828966771127506,5.055097633566911,1.2619374794012437,0.5090155553629927,5.570191625980229
158,3.80738253893419,8.011582287895331,6.63565779284796,5.056665502364444,1.3134439203515473,2.8004769500294806,2.026891280125364,1.0005728121275546,0.5090155553629927,3.2818200238294537
